Crop,Season,State,Soil_Type,Area,Cost_per_Hectare
Banana,Rabi,Madhya Pradesh,Clay,2.45,131608
Tomato,Kharif,Odisha,Alluvial,2.8,48042
Cabbage,Kharif,Odisha,Red,1.27,44465
Maize,Kharif,Tamil Nadu,Sandy,1.12,27628
Bajra,Annual,Uttar Pradesh,Alluvial,1.46,23217
Mustard,Kharif,Uttar Pradesh,Laterite,0.64,31078
Maize,Kharif,Punjab,Alluvial,2.52,26040
Carrot,Kharif,Odisha,Alluvial,2.96,33778
Green Gram,Annual,Madhya Pradesh,Laterite,2.56,21294
Sunflower,Rabi,Karnataka,Loamy,1.89,32454
Rice,Kharif,Tamil Nadu,Clay,1.24,26867
Soybean,Rabi,Tamil Nadu,Sandy,0.99,34227
Turmeric,Annual,Madhya Pradesh,Loamy,1.41,86177
Tomato,Annual,Karnataka,Loamy,2.17,49756
Paddy,Annual,Punjab,Loamy,1.62,27676
Groundnut,Annual,Rajasthan,Clay,2.84,35478
Lentil,Rabi,Andhra Pradesh,Black,2.64,25015
Mustard,Kharif,Odisha,Clay,0.76,29551
Cabbage,Annual,Uttar Pradesh,Loamy,0.83,48440
Carrot,Annual,Madhya Pradesh,Black,2.19,32453
Ragi,Rabi,Odisha,Laterite,1.08,27848
Black Gram,Rabi,Uttar Pradesh,Clay,2.48,22196
Peas,Annual,Andhra Pradesh,Sandy,1.98,29013
Brinjal,Kharif,Andhra Pradesh,Loamy,1.07,48045
Onion,Kharif,Rajasthan,Red,1.7,50429
Jowar,Annual,Telangana,Laterite,1.52,24583
Carrot,Rabi,Andhra Pradesh,Black,2.68,33694
Groundnut,Annual,Odisha,Clay,0.58,38528
Peas,Annual,Maharashtra,Sandy,2.74,27722
Wheat,Rabi,Maharashtra,Alluvial,2.13,29978
Onion,Annual,Uttar Pradesh,Sandy,2.34,51025
Sesame,Annual,Uttar Pradesh,Sandy,0.51,25376
Rice,Annual,Telangana,Loamy,2.07,26271
Sunflower,Rabi,Maharashtra,Loamy,1.97,32600
Garlic,Kharif,Uttar Pradesh,Clay,1.84,51840
Paddy,Kharif,Andhra Pradesh,Clay,2.46,29270
Garlic,Rabi,Uttar Pradesh,Black,1.89,48514
Chillies,Kharif,Tamil Nadu,Clay,2.64,56157
Horse Gram,Annual,Telangana,Black,1.08,21411
Cabbage,Kharif,Madhya Pradesh,Loamy,2.51,50126
Banana,Annual,Karnataka,Loamy,0.95,117945
Jowar,Kharif,Punjab,Red,2.53,25439
Maize,Rabi,Karnataka,Red,2.85,26720
Maize,Kharif,Karnataka,Laterite,1.34,24744
Cabbage,Kharif,Rajasthan,Loamy,1.82,47267
Tomato,Kharif,Madhya Pradesh,Alluvial,2.15,47281
Horse Gram,Rabi,Uttar Pradesh,Red,0.7,22550
Peas,Kharif,Rajasthan,Black,1.74,30010
Carrot,Rabi,Karnataka,Sandy,1.4,29498
Beans,Annual,Tamil Nadu,Clay,2.68,25498
Lentil,Kharif,Punjab,Clay,2.69,26660
Tomato,Rabi,Karnataka,Laterite,2.25,48576
Carrot,Rabi,Maharashtra,Red,2.14,31771
Carrot,Kharif,Madhya Pradesh,Sandy,2.33,30900
Tomato,Annual,Madhya Pradesh,Sandy,1.41,53323
Green Gram,Rabi,Madhya Pradesh,Red,1.51,22670
Sesame,Kharif,Telangana,Alluvial,1.88,25306
Mustard,Annual,Telangana,Alluvial,2.85,27913
Cotton,Rabi,Andhra Pradesh,Laterite,2.31,43022
Banana,Rabi,Odisha,Alluvial,1.88,118666
Tomato,Annual,Punjab,Laterite,2.43,48822
Turmeric,Annual,Rajasthan,Black,1.43,86358
Jowar,Kharif,Uttar Pradesh,Red,2.33,24848
Sugarcane,Kharif,Karnataka,Sandy,1.53,95587
Rice,Rabi,Odisha,Laterite,1.2,28299
Sunflower,Annual,Uttar Pradesh,Clay,2.02,33134
Tobacco,Annual,Rajasthan,Alluvial,2.22,54692
Jowar,Annual,Odisha,Clay,1.65,25876
Chillies,Rabi,Uttar Pradesh,Laterite,1.91,56902
Chillies,Annual,Tamil Nadu,Loamy,2.24,57605
Sugarcane,Annual,Telangana,Laterite,2.42,94628
Groundnut,Rabi,Rajasthan,Alluvial,2.74,37214
Wheat,Kharif,Punjab,Loamy,1.39,29833
Cotton,Kharif,Maharashtra,Loamy,2.88,48534
Onion,Rabi,Tamil Nadu,Alluvial,2.09,49865
Sesame,Annual,Telangana,Loamy,2.47,23101
Beans,Rabi,Madhya Pradesh,Red,2.25,27837
Banana,Kharif,Telangana,Sandy,1.01,121994
Ragi,Kharif,Odisha,Clay,0.68,27151
Cabbage,Rabi,Andhra Pradesh,Red,2.32,43787
Sunflower,Rabi,Tamil Nadu,Red,1.78,32446
Sesame,Kharif,Madhya Pradesh,Alluvial,2.26,23414
Paddy,Rabi,Odisha,Alluvial,1.69,27485
Onion,Kharif,Rajasthan,Clay,1.28,51100
Black Gram,Rabi,Punjab,Sandy,1.21,24288
Jowar,Rabi,Telangana,Laterite,2.33,25017
Mustard,Rabi,Rajasthan,Red,1.19,31399
Beans,Kharif,Madhya Pradesh,Loamy,2.29,25663
Horse Gram,Rabi,Odisha,Sandy,1.46,23341
Green Gram,Kharif,Andhra Pradesh,Red,2.43,23901
Brinjal,Kharif,Telangana,Laterite,0.86,47711
Horse Gram,Rabi,Punjab,Loamy,1.01,20729
Jowar,Rabi,Andhra Pradesh,Red,2.21,25415
Carrot,Kharif,Uttar Pradesh,Black,1.9,31016
Cabbage,Kharif,Odisha,Clay,1.01,49185
Carrot,Annual,Rajasthan,Sandy,2.76,30211
Sugarcane,Kharif,Telangana,Clay,1.19,97938
Carrot,Annual,Telangana,Alluvial,1.55,31812
Tobacco,Annual,Madhya Pradesh,Red,1.01,55007
Beans,Annual,Punjab,Loamy,1.47,26116
Cabbage,Rabi,Maharashtra,Loamy,1.73,44284
Soybean,Rabi,Uttar Pradesh,Sandy,1.24,32630
Chillies,Kharif,Andhra Pradesh,Sandy,2.42,59203
Tobacco,Annual,Tamil Nadu,Clay,1.48,56460
Rice,Rabi,Tamil Nadu,Loamy,2.32,28747
Carrot,Rabi,Telangana,Loamy,1.02,30302
Carrot,Rabi,Madhya Pradesh,Loamy,1.44,32582
Rice,Rabi,Karnataka,Red,0.52,29357
Banana,Rabi,Telangana,Loamy,2.4,119830
Maize,Annual,Tamil Nadu,Alluvial,2.06,28211
Beans,Annual,Tamil Nadu,Loamy,2.54,26671
Tomato,Annual,Uttar Pradesh,Alluvial,1.64,48878
Paddy,Annual,Rajasthan,Red,2.5,30365
Peas,Kharif,Karnataka,Sandy,2.12,27689
Sunflower,Annual,Telangana,Alluvial,0.51,32442
Onion,Rabi,Uttar Pradesh,Red,1.13,49918
Tobacco,Annual,Madhya Pradesh,Loamy,1.73,60962
Rice,Kharif,Uttar Pradesh,Red,2.05,28693
Paddy,Rabi,Telangana,Loamy,0.66,26933
Lentil,Annual,Odisha,Clay,2.26,27313
Groundnut,Annual,Maharashtra,Red,1.86,39052
Sugarcane,Annual,Telangana,Sandy,1.81,103774
Tomato,Rabi,Punjab,Alluvial,1.23,48968
Lentil,Rabi,Tamil Nadu,Clay,1.99,26352
Cabbage,Kharif,Karnataka,Sandy,0.57,49633
Ragi,Rabi,Karnataka,Black,0.66,25680
Chillies,Rabi,Rajasthan,Loamy,2.33,60210
Carrot,Annual,Maharashtra,Alluvial,1.3,30682
Paddy,Rabi,Punjab,Sandy,1.37,27925
Horse Gram,Annual,Tamil Nadu,Alluvial,1.02,23393
Sugarcane,Annual,Karnataka,Black,1.61,104067
Tomato,Rabi,Punjab,Laterite,0.63,48646
Peas,Kharif,Uttar Pradesh,Loamy,1.25,28143
Lentil,Kharif,Rajasthan,Loamy,1.82,26596
Garlic,Rabi,Telangana,Red,1.66,54472
Jowar,Kharif,Telangana,Loamy,3.0,24962
Sugarcane,Annual,Odisha,Loamy,1.47,99291
Banana,Annual,Tamil Nadu,Sandy,1.47,127732
Green Gram,Rabi,Punjab,Clay,1.76,21405
Beans,Kharif,Andhra Pradesh,Loamy,0.98,28496
Garlic,Kharif,Karnataka,Loamy,2.69,50232
Beans,Annual,Madhya Pradesh,Black,1.93,27150
Sesame,Rabi,Madhya Pradesh,Clay,0.98,24487
Sugarcane,Kharif,Telangana,Black,2.48,96921
Chillies,Rabi,Andhra Pradesh,Alluvial,0.59,58047
Paddy,Kharif,Madhya Pradesh,Alluvial,2.96,30777
Carrot,Annual,Maharashtra,Loamy,2.66,32514
Carrot,Annual,Maharashtra,Loamy,1.95,33142
Paddy,Rabi,Tamil Nadu,Red,0.78,26715
Tobacco,Annual,Andhra Pradesh,Alluvial,1.04,61079
Groundnut,Kharif,Maharashtra,Sandy,1.2,36814
Wheat,Annual,Maharashtra,Loamy,1.1,30039
Rice,Rabi,Telangana,Sandy,1.74,26109
Beans,Rabi,Madhya Pradesh,Loamy,2.86,27351
Beans,Rabi,Tamil Nadu,Sandy,1.61,28590
Sugarcane,Kharif,Punjab,Laterite,2.15,99743
Cabbage,Kharif,Uttar Pradesh,Sandy,2.22,45510
Carrot,Kharif,Karnataka,Clay,2.68,30395
Mustard,Kharif,Karnataka,Alluvial,0.58,29837
Tomato,Kharif,Rajasthan,Loamy,1.51,47028
Sugarcane,Annual,Uttar Pradesh,Alluvial,2.46,95940
Wheat,Kharif,Uttar Pradesh,Clay,2.54,32547
Maize,Kharif,Karnataka,Clay,2.82,28473
Sesame,Annual,Karnataka,Sandy,2.26,24332
Mustard,Kharif,Punjab,Black,1.11,28420
Carrot,Rabi,Andhra Pradesh,Black,1.76,33250
Horse Gram,Kharif,Andhra Pradesh,Clay,0.58,22825
Carrot,Kharif,Punjab,Black,2.12,33447
Rice,Rabi,Madhya Pradesh,Loamy,1.89,26519
Brinjal,Rabi,Uttar Pradesh,Red,2.17,47504
Sugarcane,Rabi,Odisha,Laterite,2.83,104237
Onion,Rabi,Uttar Pradesh,Sandy,2.22,46737
Wheat,Kharif,Rajasthan,Red,1.3,32572
Paddy,Rabi,Karnataka,Black,1.0,27596
Brinjal,Rabi,Uttar Pradesh,Sandy,2.64,48176
Paddy,Annual,Karnataka,Red,0.99,29962
Cabbage,Rabi,Uttar Pradesh,Alluvial,0.9,47071
Maize,Rabi,Rajasthan,Black,1.02,27841
Green Gram,Annual,Madhya Pradesh,Red,1.77,22306
Jowar,Annual,Odisha,Loamy,0.81,26397
Bajra,Kharif,Maharashtra,Alluvial,2.85,22338
Sesame,Annual,Punjab,Black,2.92,23337
Brinjal,Kharif,Punjab,Laterite,2.93,47483
Chillies,Annual,Odisha,Clay,0.6,58376
Black Gram,Annual,Uttar Pradesh,Black,2.87,24775
Ragi,Kharif,Maharashtra,Loamy,2.99,25984
Jowar,Annual,Rajasthan,Laterite,2.86,24940
Rice,Kharif,Andhra Pradesh,Laterite,2.18,29071
Rice,Annual,Uttar Pradesh,Laterite,2.25,28944
Lentil,Rabi,Madhya Pradesh,Sandy,0.81,26216
Horse Gram,Annual,Karnataka,Sandy,2.69,23053
Turmeric,Kharif,Tamil Nadu,Clay,0.65,84983
Sugarcane,Annual,Uttar Pradesh,Laterite,1.29,90316
Chillies,Kharif,Tamil Nadu,Clay,2.98,52590
Ragi,Kharif,Uttar Pradesh,Alluvial,1.56,27972
Rice,Rabi,Odisha,Laterite,0.83,26237
Rice,Rabi,Tamil Nadu,Red,2.92,27288
Sunflower,Kharif,Uttar Pradesh,Laterite,2.96,37062
Mustard,Annual,Punjab,Sandy,0.97,28398
Turmeric,Kharif,Tamil Nadu,Sandy,2.66,88278
Chillies,Kharif,Uttar Pradesh,Red,1.48,59000
Lentil,Annual,Andhra Pradesh,Red,1.45,27448
Onion,Annual,Karnataka,Black,1.16,47628
Chillies,Annual,Andhra Pradesh,Alluvial,0.61,54851
Garlic,Annual,Maharashtra,Alluvial,1.17,54271
Maize,Kharif,Uttar Pradesh,Alluvial,0.63,25612
Lentil,Kharif,Telangana,Loamy,2.81,25804
Horse Gram,Rabi,Madhya Pradesh,Sandy,2.15,22706
Black Gram,Kharif,Andhra Pradesh,Alluvial,2.72,22788
Ragi,Annual,Tamil Nadu,Black,2.29,27814
Cabbage,Rabi,Odisha,Black,0.83,48293
Green Gram,Annual,Madhya Pradesh,Alluvial,2.85,21055
Carrot,Kharif,Telangana,Red,2.75,30081
Sunflower,Rabi,Rajasthan,Black,1.37,33272
Lentil,Annual,Uttar Pradesh,Clay,0.78,24668
Carrot,Rabi,Odisha,Red,2.26,32847
Mustard,Rabi,Uttar Pradesh,Clay,2.32,27936
Carrot,Kharif,Maharashtra,Sandy,2.74,31080
Beans,Annual,Telangana,Loamy,0.63,28254
Maize,Rabi,Uttar Pradesh,Black,0.85,26871
Horse Gram,Rabi,Tamil Nadu,Red,2.0,21281
Soybean,Annual,Maharashtra,Clay,2.05,34993
Groundnut,Rabi,Punjab,Alluvial,0.58,36505
Wheat,Rabi,Rajasthan,Clay,1.49,33658
Carrot,Rabi,Telangana,Clay,1.96,32824
Tobacco,Annual,Karnataka,Sandy,2.34,60481
Black Gram,Annual,Odisha,Laterite,1.29,24489
Onion,Annual,Andhra Pradesh,Laterite,1.71,49247
Turmeric,Annual,Uttar Pradesh,Alluvial,2.54,87919
Lentil,Kharif,Odisha,Sandy,2.88,26885
Brinjal,Rabi,Odisha,Sandy,1.08,47191
Wheat,Annual,Karnataka,Sandy,1.13,31311
Peas,Rabi,Karnataka,Sandy,2.85,31416
Tobacco,Rabi,Maharashtra,Laterite,1.49,58636
Lentil,Kharif,Telangana,Red,2.3,27001
Peas,Annual,Tamil Nadu,Sandy,2.03,30276
Wheat,Annual,Rajasthan,Red,1.21,32210
Mustard,Rabi,Karnataka,Clay,2.13,27684
Sugarcane,Annual,Karnataka,Clay,2.14,94209
Soybean,Rabi,Andhra Pradesh,Sandy,1.98,32809
Brinjal,Rabi,Punjab,Black,0.75,48790
Ragi,Kharif,Karnataka,Loamy,2.99,26636
Green Gram,Kharif,Punjab,Black,1.5,23263
Ragi,Kharif,Maharashtra,Clay,2.1,26735
Paddy,Rabi,Tamil Nadu,Loamy,2.71,30164
Wheat,Annual,Odisha,Black,1.56,30823
Black Gram,Kharif,Karnataka,Sandy,2.43,24063
Green Gram,Annual,Uttar Pradesh,Red,2.93,21068
Groundnut,Kharif,Punjab,Loamy,1.4,37815
Brinjal,Kharif,Andhra Pradesh,Laterite,1.51,46539
Cabbage,Rabi,Rajasthan,Alluvial,2.76,46328
Beans,Kharif,Andhra Pradesh,Loamy,0.9,26083
Sugarcane,Kharif,Karnataka,Loamy,0.57,91111
Chillies,Rabi,Telangana,Laterite,2.77,56099
Green Gram,Annual,Odisha,Sandy,2.55,24182
Cabbage,Kharif,Tamil Nadu,Black,2.93,45762
Onion,Rabi,Uttar Pradesh,Black,0.65,50900
Cabbage,Kharif,Telangana,Clay,0.89,47479
Peas,Rabi,Andhra Pradesh,Red,0.76,28964
Ragi,Annual,Punjab,Sandy,2.21,24567
Soybean,Annual,Punjab,Laterite,2.02,31436
Beans,Rabi,Telangana,Sandy,1.4,27749
Green Gram,Rabi,Punjab,Sandy,0.64,21820
Green Gram,Rabi,Andhra Pradesh,Black,2.1,21376
Beans,Annual,Telangana,Laterite,1.93,25992
Sesame,Kharif,Andhra Pradesh,Alluvial,0.78,24902
Paddy,Annual,Uttar Pradesh,Loamy,2.77,29554
Peas,Rabi,Odisha,Black,1.0,29235
Tomato,Rabi,Rajasthan,Laterite,2.36,50211
Onion,Annual,Uttar Pradesh,Red,2.71,48875
Bajra,Rabi,Uttar Pradesh,Loamy,1.95,20929
Horse Gram,Annual,Punjab,Loamy,1.12,21700
Green Gram,Rabi,Karnataka,Black,1.27,22838
Wheat,Kharif,Madhya Pradesh,Clay,2.71,32100
Chillies,Kharif,Punjab,Red,1.25,58435
Lentil,Rabi,Karnataka,Black,2.37,26263
Soybean,Annual,Andhra Pradesh,Sandy,2.98,31728
Horse Gram,Kharif,Madhya Pradesh,Clay,3.0,21249
Chillies,Annual,Punjab,Laterite,1.83,56079
Soybean,Rabi,Madhya Pradesh,Red,2.57,33918
Groundnut,Annual,Madhya Pradesh,Loamy,2.98,35670
Jowar,Kharif,Maharashtra,Black,1.44,26213
Garlic,Annual,Odisha,Loamy,1.13,51573
Sesame,Annual,Maharashtra,Red,0.79,23903
Horse Gram,Rabi,Karnataka,Loamy,0.85,22661
Carrot,Rabi,Tamil Nadu,Black,2.63,29657
Banana,Rabi,Telangana,Clay,1.97,122719
Paddy,Kharif,Rajasthan,Black,2.68,28641
Tobacco,Kharif,Tamil Nadu,Alluvial,2.47,55534
Sugarcane,Rabi,Telangana,Loamy,2.18,102182
Ragi,Rabi,Karnataka,Alluvial,2.02,27272
Chillies,Kharif,Karnataka,Clay,0.62,53510
Peas,Kharif,Andhra Pradesh,Alluvial,2.68,29132
Sesame,Kharif,Rajasthan,Loamy,1.54,23161
Bajra,Kharif,Odisha,Red,1.9,23700
Tobacco,Rabi,Madhya Pradesh,Sandy,0.55,56914
Wheat,Kharif,Maharashtra,Clay,2.84,31492
Tobacco,Rabi,Maharashtra,Black,2.76,56919
Cabbage,Annual,Karnataka,Laterite,1.86,45839
Paddy,Annual,Maharashtra,Clay,1.94,29738
Peas,Kharif,Karnataka,Alluvial,2.26,30801
Groundnut,Annual,Madhya Pradesh,Red,1.16,38023
Onion,Annual,Karnataka,Loamy,1.05,50334
Tobacco,Annual,Andhra Pradesh,Red,2.19,58524
Mustard,Kharif,Odisha,Red,0.76,27674
Carrot,Kharif,Uttar Pradesh,Loamy,1.64,29756
Groundnut,Annual,Punjab,Laterite,1.73,37279
Garlic,Rabi,Odisha,Loamy,1.45,53123
Carrot,Annual,Odisha,Laterite,0.96,33696
Sugarcane,Kharif,Tamil Nadu,Loamy,1.39,90673
Ragi,Kharif,Rajasthan,Alluvial,1.34,25632
Cabbage,Kharif,Rajasthan,Laterite,1.75,45244
Lentil,Annual,Telangana,Alluvial,2.19,26807
Turmeric,Rabi,Punjab,Clay,2.92,88305
Turmeric,Kharif,Madhya Pradesh,Laterite,0.86,80438
Black Gram,Kharif,Uttar Pradesh,Laterite,2.68,24302
Banana,Annual,Uttar Pradesh,Loamy,1.21,127171
Chillies,Rabi,Rajasthan,Laterite,1.98,53710
Soybean,Annual,Odisha,Alluvial,1.87,32481
Mustard,Kharif,Andhra Pradesh,Clay,1.89,30248
Carrot,Rabi,Telangana,Loamy,2.31,29571
Chillies,Rabi,Karnataka,Black,1.45,55587
Green Gram,Kharif,Telangana,Clay,1.3,21411
Lentil,Rabi,Tamil Nadu,Clay,2.63,25782
Cotton,Rabi,Telangana,Alluvial,1.05,48439
Groundnut,Annual,Odisha,Clay,0.95,38062
Garlic,Kharif,Madhya Pradesh,Black,0.54,47769
Onion,Kharif,Odisha,Red,1.03,45813
Sunflower,Kharif,Rajasthan,Loamy,1.8,35388
Mustard,Kharif,Madhya Pradesh,Red,1.85,28976
Soybean,Kharif,Maharashtra,Loamy,1.14,33148
Black Gram,Rabi,Madhya Pradesh,Clay,0.68,22414
Bajra,Annual,Telangana,Loamy,2.36,23463
Carrot,Kharif,Telangana,Alluvial,2.39,33452
Maize,Annual,Telangana,Black,2.99,28167
Sugarcane,Annual,Maharashtra,Loamy,2.75,94583
Lentil,Rabi,Rajasthan,Black,2.82,26227
Sugarcane,Kharif,Karnataka,Loamy,2.5,94226
Cotton,Rabi,Punjab,Black,2.04,47898
Horse Gram,Kharif,Rajasthan,Red,0.82,20813
Sunflower,Rabi,Telangana,Alluvial,2.06,36190
Paddy,Annual,Rajasthan,Loamy,0.64,28446
Onion,Kharif,Tamil Nadu,Sandy,2.71,51759
Rice,Annual,Uttar Pradesh,Black,1.7,28642
Tomato,Annual,Uttar Pradesh,Black,2.24,49317
Sesame,Rabi,Punjab,Sandy,0.63,26052
Green Gram,Kharif,Punjab,Alluvial,1.84,21835
Groundnut,Annual,Karnataka,Black,1.25,40516
Peas,Rabi,Tamil Nadu,Alluvial,1.21,30887
Onion,Kharif,Odisha,Black,1.47,52732
Wheat,Kharif,Rajasthan,Clay,0.5,29700
Wheat,Annual,Madhya Pradesh,Laterite,1.67,30724
Cotton,Kharif,Madhya Pradesh,Clay,1.72,47753
Jowar,Annual,Odisha,Black,2.66,26120
Horse Gram,Kharif,Uttar Pradesh,Laterite,1.62,20517
Lentil,Rabi,Odisha,Loamy,1.41,23750
Chillies,Annual,Rajasthan,Alluvial,2.99,54364
Tomato,Annual,Tamil Nadu,Black,1.93,52817
Groundnut,Kharif,Telangana,Red,1.68,39407
Bajra,Kharif,Maharashtra,Red,1.74,22022
Mustard,Annual,Telangana,Sandy,2.52,27558
Carrot,Kharif,Maharashtra,Red,1.35,32029
Horse Gram,Rabi,Madhya Pradesh,Laterite,1.47,21192
Groundnut,Kharif,Punjab,Red,2.39,39288
Beans,Rabi,Rajasthan,Red,0.68,26440
Ragi,Rabi,Telangana,Red,2.66,26820
Onion,Rabi,Odisha,Black,1.58,51736
Onion,Rabi,Tamil Nadu,Sandy,1.95,49457
Black Gram,Rabi,Tamil Nadu,Alluvial,2.39,23009
Jowar,Kharif,Uttar Pradesh,Sandy,1.17,25570
Beans,Rabi,Tamil Nadu,Laterite,2.73,25734
Carrot,Kharif,Tamil Nadu,Black,2.95,33595
Sesame,Rabi,Punjab,Loamy,1.74,23057
Jowar,Annual,Odisha,Black,2.84,25807
Sunflower,Rabi,Madhya Pradesh,Clay,0.5,32766
Lentil,Annual,Tamil Nadu,Red,2.74,23960
Soybean,Rabi,Madhya Pradesh,Red,1.28,32143
Groundnut,Rabi,Punjab,Laterite,1.28,40458
Rice,Rabi,Tamil Nadu,Loamy,1.07,29633
Ragi,Annual,Rajasthan,Clay,1.29,24997
Onion,Annual,Uttar Pradesh,Black,1.03,46670
Jowar,Rabi,Telangana,Loamy,2.76,24070
Beans,Kharif,Rajasthan,Alluvial,2.75,26014
Peas,Rabi,Andhra Pradesh,Sandy,0.76,30854
Jowar,Annual,Karnataka,Black,0.86,24398
Green Gram,Rabi,Tamil Nadu,Loamy,2.66,23473
Peas,Annual,Madhya Pradesh,Alluvial,1.5,30806
Brinjal,Annual,Karnataka,Alluvial,0.92,48727
Rice,Annual,Maharashtra,Clay,1.78,29025
Cotton,Rabi,Tamil Nadu,Clay,1.54,44070
Tobacco,Annual,Andhra Pradesh,Sandy,1.05,55533
Cotton,Annual,Punjab,Alluvial,2.3,47816
Carrot,Rabi,Uttar Pradesh,Laterite,2.08,30588
Chillies,Annual,Andhra Pradesh,Alluvial,0.75,52273
Onion,Rabi,Madhya Pradesh,Loamy,2.81,52166
Onion,Annual,Punjab,Clay,1.9,50085
Lentil,Kharif,Telangana,Laterite,1.13,25418
Banana,Kharif,Punjab,Clay,1.02,127063
Tobacco,Annual,Tamil Nadu,Clay,0.84,56999
Paddy,Kharif,Karnataka,Clay,1.56,30605
Tomato,Rabi,Karnataka,Alluvial,0.84,47054
Tobacco,Kharif,Madhya Pradesh,Red,1.54,59630
Turmeric,Annual,Punjab,Alluvial,0.87,87460
Jowar,Annual,Andhra Pradesh,Clay,2.14,24488
Sugarcane,Rabi,Madhya Pradesh,Laterite,2.46,101008
Wheat,Annual,Uttar Pradesh,Alluvial,1.87,33760
Ragi,Rabi,Madhya Pradesh,Clay,2.2,27070
Horse Gram,Kharif,Madhya Pradesh,Clay,2.85,21422
Sesame,Kharif,Telangana,Alluvial,2.1,24822
Peas,Rabi,Rajasthan,Alluvial,1.41,31515
Black Gram,Rabi,Tamil Nadu,Laterite,1.62,23399
Banana,Annual,Telangana,Alluvial,2.65,126270
Soybean,Kharif,Karnataka,Sandy,0.83,32634
Green Gram,Rabi,Karnataka,Loamy,1.31,21300
Garlic,Kharif,Maharashtra,Sandy,1.94,47939
Banana,Rabi,Maharashtra,Laterite,2.19,131140
Rice,Kharif,Andhra Pradesh,Red,2.41,28130
Tobacco,Annual,Karnataka,Sandy,1.3,55037
Tomato,Kharif,Rajasthan,Clay,0.86,52852
Tomato,Kharif,Telangana,Loamy,2.89,50391
Ragi,Kharif,Uttar Pradesh,Black,0.69,27177
Paddy,Kharif,Rajasthan,Loamy,0.74,27132
Cabbage,Kharif,Maharashtra,Sandy,1.74,49957
Peas,Annual,Punjab,Black,2.55,30118
Turmeric,Rabi,Rajasthan,Laterite,2.44,86980
Chillies,Kharif,Rajasthan,Loamy,2.84,52508
Mustard,Annual,Rajasthan,Red,0.85,28921
Paddy,Kharif,Rajasthan,Black,1.44,27723
Sunflower,Kharif,Rajasthan,Black,1.21,37142
Cotton,Rabi,Maharashtra,Loamy,2.65,44001
Chillies,Kharif,Karnataka,Sandy,1.72,58083
Brinjal,Annual,Madhya Pradesh,Black,0.57,44951
Jowar,Annual,Rajasthan,Laterite,2.27,23511
Tobacco,Rabi,Rajasthan,Loamy,1.47,57045
Sunflower,Kharif,Tamil Nadu,Laterite,1.83,36351
Carrot,Annual,Karnataka,Loamy,2.73,33123
Jowar,Kharif,Madhya Pradesh,Laterite,1.14,26229
Wheat,Kharif,Uttar Pradesh,Sandy,1.1,33712
Carrot,Kharif,Uttar Pradesh,Loamy,1.16,29829
Sunflower,Rabi,Punjab,Clay,1.35,36532
Carrot,Kharif,Odisha,Red,0.77,31547
Jowar,Annual,Telangana,Sandy,2.24,25917
Black Gram,Kharif,Tamil Nadu,Laterite,1.02,22158
Jowar,Annual,Karnataka,Loamy,2.82,25761
Jowar,Kharif,Karnataka,Sandy,1.04,23374
Sugarcane,Annual,Odisha,Laterite,1.14,95007
Soybean,Annual,Punjab,Alluvial,1.24,30538
Wheat,Kharif,Andhra Pradesh,Alluvial,2.42,30025
Bajra,Kharif,Maharashtra,Black,1.57,22370
Tomato,Annual,Punjab,Red,2.55,52564
Green Gram,Rabi,Madhya Pradesh,Alluvial,2.46,23453
Soybean,Kharif,Punjab,Clay,2.82,31529
Rice,Rabi,Odisha,Laterite,2.39,26264
Tobacco,Kharif,Odisha,Sandy,0.63,57478
Sesame,Kharif,Telangana,Loamy,2.59,25979
Onion,Kharif,Tamil Nadu,Sandy,2.85,46258
Jowar,Kharif,Rajasthan,Black,2.98,24754
Paddy,Rabi,Uttar Pradesh,Sandy,0.81,26972
Lentil,Kharif,Odisha,Alluvial,2.03,25513
Onion,Annual,Telangana,Sandy,1.0,46512
Garlic,Annual,Maharashtra,Alluvial,1.16,48102
Ragi,Rabi,Uttar Pradesh,Alluvial,2.36,24954
Lentil,Kharif,Andhra Pradesh,Red,2.94,24707
Cotton,Annual,Karnataka,Black,1.99,44614
Black Gram,Rabi,Maharashtra,Clay,2.63,24076
Horse Gram,Kharif,Andhra Pradesh,Clay,0.52,20602
Sugarcane,Annual,Uttar Pradesh,Laterite,0.59,91401
Banana,Annual,Maharashtra,Clay,1.99,117396
Peas,Rabi,Telangana,Alluvial,1.47,31343
Maize,Kharif,Andhra Pradesh,Loamy,2.72,27151
Mustard,Kharif,Karnataka,Black,1.25,30727
Brinjal,Annual,Rajasthan,Laterite,1.58,47261
Beans,Annual,Telangana,Clay,1.82,25531
Black Gram,Annual,Madhya Pradesh,Clay,1.18,21980
Bajra,Kharif,Karnataka,Loamy,2.77,22512
Onion,Rabi,Tamil Nadu,Sandy,1.66,49734
Sugarcane,Rabi,Punjab,Black,1.56,103032
Cabbage,Kharif,Tamil Nadu,Loamy,2.62,49786
Brinjal,Rabi,Odisha,Clay,1.28,47644
Rice,Annual,Rajasthan,Black,2.54,27365
Tomato,Rabi,Madhya Pradesh,Black,0.81,47734
Rice,Rabi,Madhya Pradesh,Clay,0.96,26692
Black Gram,Rabi,Punjab,Sandy,2.88,25043
Banana,Annual,Andhra Pradesh,Sandy,2.61,116538
Green Gram,Kharif,Punjab,Clay,1.47,24096
Turmeric,Annual,Odisha,Black,2.1,84108
